Hotel Name,City,State,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles),Average Price per Night (USD),Cab Service Name,Hospital Name,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles)
Ocean View Hotel,Phoenix,AZ,PHX,49.7,AZA,31.2,SDL,11.4,119.15,Quick Ride,City Health Clinic,PHX,6.4,AZA,21.9,SDL,4.7
Palm Grove Hotel,Phoenix,AZ,PHX,3.8,AZA,23,SDL,38.6,162.96,Quick Ride,General Hospital,PHX,21.8,AZA,34.1,SDL,1.8
Garden Court Hotel,Phoenix,AZ,PHX,24.7,AZA,28.3,SDL,39.6,126.11,Metro Taxi,Southern Health Clinic,PHX,43.7,AZA,16.1,SDL,13.2
Garden Court Hotel,Phoenix,AZ,PHX,35.8,AZA,37.8,SDL,30.6,106.53,City Cab,Memorial Hospital,PHX,33.8,AZA,33.6,SDL,20.7
Maple Leaf Lodge,Phoenix,AZ,PHX,17.9,AZA,42.3,SDL,44,133.06,Reliable Rides,West End Hospital,PHX,31.9,AZA,30.8,SDL,28.3
Lakeside Inn,Phoenix,AZ,PHX,27.1,AZA,14.4,SDL,0.8,256.24,Quick Ride,City Health Clinic,PHX,15.7,AZA,23.9,SDL,14.4
Metro Inn,Phoenix,AZ,PHX,9.4,AZA,9,SDL,31.6,158.25,City Cab,Community Hospital,PHX,18.3,AZA,15.8,SDL,10.7
Pine Tree Inn,Phoenix,AZ,PHX,6.6,AZA,35.5,SDL,20.1,150.71,Comfort Ride,Coastal Health Center,PHX,40.9,AZA,30.9,SDL,9.1
Coastal Breeze Hotel,Phoenix,AZ,PHX,15.6,AZA,32,SDL,10.9,257.52,Royal Cab,Harbor Hospital,PHX,43.5,AZA,13.4,SDL,46.4
Golden Gate Hotel,Phoenix,AZ,PHX,42.7,AZA,48.4,SDL,10.7,136.61,Best Taxi,Memorial Hospital,PHX,47.8,AZA,45.6,SDL,20.6
Desert Resort,Phoenix,AZ,PHX,43.6,AZA,26.3,SDL,16,261.64,Sunshine Taxi,Urban Health Clinic,PHX,42.3,AZA,48.5,SDL,43.7
City Center Lodge,Phoenix,AZ,PHX,9.2,AZA,12.5,SDL,4.4,121.35,Golden Cab,Harbor Hospital,PHX,24.3,AZA,26.4,SDL,0.8
Urban Retreat,Phoenix,AZ,PHX,32,AZA,26.9,SDL,3.9,106.04,Rapid Cab,Northeast Medical Center,PHX,11.4,AZA,8.3,SDL,11.2
Pine Tree Inn,Phoenix,AZ,PHX,43,AZA,37,SDL,47.1,130.73,Speedy Taxi,Northeast Medical Center,PHX,17,AZA,42.2,SDL,34.8
Urban Retreat,Phoenix,AZ,PHX,44.7,AZA,45.3,SDL,24.1,200.52,Express Cab,Riverfront Medical Center,PHX,28.5,AZA,47.1,SDL,2
Maple Leaf Lodge,Phoenix,AZ,PHX,24.4,AZA,42,SDL,16.1,271.62,Reliable Rides,Coastal Health Center,PHX,20.8,AZA,9.1,SDL,17
Harbor View Hotel,Phoenix,AZ,PHX,10.8,AZA,25.2,SDL,38.9,144.18,Best Taxi,West End Hospital,PHX,10.6,AZA,18.6,SDL,14
Ocean View Hotel,Phoenix,AZ,PHX,10.9,AZA,28.8,SDL,44.2,192.63,Liberty Taxi,West End Hospital,PHX,16.6,AZA,6.1,SDL,40.3
Maple Leaf Lodge,Phoenix,AZ,PHX,38.3,AZA,12.3,SDL,12.3,105.18,Urban Cabs,Memorial Hospital,PHX,39.8,AZA,48.4,SDL,22.7
Golden Gate Hotel,Phoenix,AZ,PHX,33.1,AZA,41.1,SDL,44.1,122.6,Star Taxi,Sunrise Hospital,PHX,5.3,AZA,43.6,SDL,43.2
Metro Inn,Phoenix,AZ,PHX,26.4,AZA,9.2,SDL,18.2,282.69,Sunshine Taxi,City Health Clinic,PHX,17.1,AZA,23.7,SDL,15.1
Pine Tree Inn,Phoenix,AZ,PHX,5.6,AZA,31.1,SDL,23.9,268.12,Elite Taxi,City Health Clinic,PHX,29.3,AZA,9,SDL,4.7
Maple Leaf Lodge,Phoenix,AZ,PHX,19,AZA,25.4,SDL,40.6,206.11,Star Taxi,Pine Valley Hospital,PHX,40.1,AZA,31.5,SDL,14.9
Broadway Hotel,Phoenix,AZ,PHX,17.8,AZA,49.8,SDL,10.6,265.76,City Cab,Community Hospital,PHX,9.7,AZA,16.8,SDL,40.6
Palm Grove Hotel,Phoenix,AZ,PHX,7.9,AZA,17,SDL,7.4,154.82,TopRide Taxi,Northside Hospital,PHX,8.4,AZA,32.3,SDL,4.1
Harbor View Hotel,Phoenix,AZ,PHX,40.1,AZA,25.8,SDL,32.2,282.99,Reliable Rides,West End Hospital,PHX,46.5,AZA,30.5,SDL,2.2
Urban Retreat,Phoenix,AZ,PHX,48.8,AZA,16.1,SDL,22.8,245.7,Urban Cabs,City Medical Center,PHX,16.9,AZA,23.9,SDL,43.4
Metro Inn,Phoenix,AZ,PHX,20.1,AZA,22.5,SDL,37.8,252.01,Alpha Cab,Urban Health Clinic,PHX,46.6,AZA,15.8,SDL,13.9
Central Park Inn,Phoenix,AZ,PHX,11.5,AZA,38,SDL,14.2,154.86,Quick Ride,Mountain View Hospital,PHX,43.7,AZA,42.2,SDL,33.9
Sapphire Hotel,Phoenix,AZ,PHX,7.3,AZA,15.3,SDL,33.1,260.91,Quick Ride,Community Hospital,PHX,37.8,AZA,49.2,SDL,19.2
Desert Resort,Phoenix,AZ,PHX,31.6,AZA,5.4,SDL,17.1,145.29,City Cab,Sunrise Hospital,PHX,9,AZA,22.9,SDL,30.5
City Center Lodge,Phoenix,AZ,PHX,24.4,AZA,8.9,SDL,20.8,262.36,Sunshine Taxi,City Medical Center,PHX,45.6,AZA,10.3,SDL,29.9
Mountain Peak Lodge,Phoenix,AZ,PHX,14.5,AZA,17,SDL,31.2,114.56,Rapid Cab,Coastal Health Center,PHX,21.4,AZA,16.4,SDL,31.3
Crystal Waters Hotel,Phoenix,AZ,PHX,46.8,AZA,35.4,SDL,2.6,223.73,Best Taxi,Northeast Medical Center,PHX,45.2,AZA,24.5,SDL,41.3
Capitol Stay,Phoenix,AZ,PHX,14.3,AZA,1.7,SDL,43.7,270.8,First Choice Taxi,Green Valley Hospital,PHX,1.2,AZA,33.8,SDL,13.4
Maple Leaf Lodge,Phoenix,AZ,PHX,38.8,AZA,3.8,SDL,37.7,115.01,Green Cab,Lakeside Medical Center,PHX,24,AZA,23,SDL,7.4
Capitol Stay,Phoenix,AZ,PHX,36.9,AZA,26.6,SDL,4.7,159.75,Metro Taxi,Pine Valley Hospital,PHX,45,AZA,1.9,SDL,21.4
Ocean View Hotel,Phoenix,AZ,PHX,8.7,AZA,36.2,SDL,29.6,260.37,Town Car Service,Memorial Hospital,PHX,4,AZA,24.4,SDL,23.6
Pine Tree Inn,Phoenix,AZ,PHX,3.1,AZA,34.8,SDL,11.2,199.61,Express Cab,Lakeside Medical Center,PHX,41.1,AZA,5.2,SDL,23.6
Desert Resort,Phoenix,AZ,PHX,43.8,AZA,18.5,SDL,1.9,279.67,Eagle Taxi,Downtown Medical Center,PHX,46.4,AZA,6.5,SDL,11.6
Crystal Waters Hotel,Phoenix,AZ,PHX,31.1,AZA,32.7,SDL,8.7,259.39,Star Taxi,Pine Valley Hospital,PHX,19.1,AZA,13,SDL,16.3
Metro Inn,Phoenix,AZ,PHX,32.8,AZA,3.4,SDL,33.2,294,Star Taxi,Community Hospital,PHX,45.9,AZA,28.9,SDL,25.5
Crystal Waters Hotel,Phoenix,AZ,PHX,42,AZA,0.6,SDL,4.1,212.97,Speedy Taxi,Eastside Medical Center,PHX,18.8,AZA,18.2,SDL,49
City Center Lodge,Phoenix,AZ,PHX,46.6,AZA,25.8,SDL,42,270.57,Golden Cab,Eastside Medical Center,PHX,4.1,AZA,45.1,SDL,28.9
Sapphire Hotel,Phoenix,AZ,PHX,20.4,AZA,9.4,SDL,35.6,247,Reliable Rides,Urban Health Clinic,PHX,10.8,AZA,7,SDL,20.4
City Center Lodge,Phoenix,AZ,PHX,22.3,AZA,38.2,SDL,28.6,135.41,BlueLine Taxi,West End Hospital,PHX,33.2,AZA,42.7,SDL,48.1
Palm Grove Hotel,Phoenix,AZ,PHX,2.9,AZA,2.9,SDL,39.4,131.74,Comfort Ride,West End Hospital,PHX,29.5,AZA,39.7,SDL,35.9
Ocean View Hotel,Phoenix,AZ,PHX,37.2,AZA,10.8,SDL,46.3,185.79,TopRide Taxi,Community Hospital,PHX,32.7,AZA,11.7,SDL,26.9
Sapphire Hotel,Phoenix,AZ,PHX,29.5,AZA,37,SDL,20.6,216.55,Elite Taxi,Memorial Hospital,PHX,49.9,AZA,45.3,SDL,36
Lakeside Inn,Phoenix,AZ,PHX,34.4,AZA,0.8,SDL,33.2,247.96,Rapid Cab,Valley Health Center,PHX,20.6,AZA,48.5,SDL,25.6
Grand Plaza,Phoenix,AZ,PHX,47.8,AZA,15.5,SDL,38,199.12,Speedy Taxi,Eastside Medical Center,PHX,24.9,AZA,30.1,SDL,34.6
Harbor View Hotel,Phoenix,AZ,PHX,45.2,AZA,29.5,SDL,29.7,136.76,Reliable Rides,Central Clinic,PHX,29.5,AZA,2.2,SDL,26.6
Ocean View Hotel,Phoenix,AZ,PHX,35.7,AZA,17.7,SDL,30.4,103.31,Premier Rides,Lakeside Medical Center,PHX,18.3,AZA,20.2,SDL,30.7
Crystal Waters Hotel,Phoenix,AZ,PHX,44.8,AZA,19.5,SDL,5.5,245.28,Rapid Cab,Harbor Hospital,PHX,1.7,AZA,30.9,SDL,49.7
Garden Court Hotel,Phoenix,AZ,PHX,18.9,AZA,9.5,SDL,1.6,201.32,Yellow Cab,City Health Clinic,PHX,15.5,AZA,22.7,SDL,37.3
Garden Court Hotel,Phoenix,AZ,PHX,32.3,AZA,22.9,SDL,43.2,172.44,Rapid Cab,Southern Health Clinic,PHX,24.3,AZA,19.5,SDL,21.9
City Center Lodge,Phoenix,AZ,PHX,26.2,AZA,46.8,SDL,15.2,172.01,Sunshine Taxi,Regional Medical Center,PHX,0.8,AZA,28.6,SDL,30
Broadway Hotel,Phoenix,AZ,PHX,10,AZA,3.9,SDL,29.1,229.87,Sunshine Taxi,City Medical Center,PHX,41.1,AZA,15.8,SDL,5.5
Riverfront Hotel,Phoenix,AZ,PHX,26,AZA,23.7,SDL,7.5,238.75,Liberty Taxi,Regional Medical Center,PHX,38.6,AZA,46.3,SDL,10.2
Golden Gate Hotel,Phoenix,AZ,PHX,44,AZA,34,SDL,41.5,198.01,Star Taxi,Lakeside Medical Center,PHX,4.5,AZA,45.9,SDL,17.6
Mountain Peak Lodge,Phoenix,AZ,PHX,4.2,AZA,3.9,SDL,8.4,114.52,Rapid Cab,Central Clinic,PHX,5.8,AZA,8.3,SDL,15.1
Bay Area Hotel,Phoenix,AZ,PHX,32.6,AZA,19.9,SDL,29.3,114.27,Rapid Cab,Coastal Health Center,PHX,9.3,AZA,44,SDL,11.7
Sapphire Hotel,Phoenix,AZ,PHX,12.2,AZA,38.3,SDL,1.4,142.22,Express Cab,Valley Health Center,PHX,43.7,AZA,36.4,SDL,43.9
Maple Leaf Lodge,Phoenix,AZ,PHX,13.4,AZA,32.6,SDL,25.7,287.25,Premier Rides,City Health Clinic,PHX,39,AZA,42.8,SDL,41.2
Crystal Waters Hotel,Phoenix,AZ,PHX,45.9,AZA,11.6,SDL,43.4,278.67,First Choice Taxi,Northside Hospital,PHX,30.6,AZA,28.5,SDL,17.8
Sapphire Hotel,Phoenix,AZ,PHX,49.6,AZA,13.7,SDL,34.4,262.31,Quick Ride,Urban Health Clinic,PHX,4.3,AZA,42.1,SDL,43.8
Urban Retreat,Phoenix,AZ,PHX,44.2,AZA,18.7,SDL,15,268.79,Best Taxi,City Medical Center,PHX,3,AZA,30.1,SDL,29.3
City Center Lodge,Phoenix,AZ,PHX,15.5,AZA,1.7,SDL,14.2,132.9,BlueLine Taxi,Harbor Hospital,PHX,24.3,AZA,17.1,SDL,48.4
Pine Tree Inn,Phoenix,AZ,PHX,10.8,AZA,7.8,SDL,3.5,131.25,Royal Cab,Southern Health Clinic,PHX,7,AZA,2.5,SDL,41.7
Grand Plaza,Phoenix,AZ,PHX,18.9,AZA,20.3,SDL,12.5,261.76,Royal Cab,General Hospital,PHX,23.5,AZA,8.8,SDL,9.4
Harbor View Hotel,Phoenix,AZ,PHX,20,AZA,11.4,SDL,11.4,277.11,Sunshine Taxi,Community Hospital,PHX,1.6,AZA,43.3,SDL,30.7
Ocean View Hotel,Phoenix,AZ,PHX,17.5,AZA,9.6,SDL,11.4,126.26,Alpha Cab,West End Hospital,PHX,26.9,AZA,13.1,SDL,14.8
Central Park Inn,Phoenix,AZ,PHX,23.9,AZA,9.8,SDL,16.3,226.7,Urban Cabs,Memorial Hospital,PHX,7.2,AZA,34.6,SDL,3
City Center Lodge,Phoenix,AZ,PHX,38.3,AZA,4.4,SDL,40.9,220.96,Yellow Cab,Northside Hospital,PHX,39.9,AZA,16,SDL,19
Maple Leaf Lodge,Phoenix,AZ,PHX,3.3,AZA,49.1,SDL,2.3,114.04,Quick Ride,Urban Health Clinic,PHX,31.7,AZA,1.9,SDL,12
Broadway Hotel,Phoenix,AZ,PHX,40.2,AZA,40.3,SDL,47.8,101.61,Best Taxi,St. Mary's Hospital,PHX,1,AZA,38.8,SDL,35.6
Skyline Suites,Phoenix,AZ,PHX,19.4,AZA,21.5,SDL,19.4,203.84,Comfort Ride,Central Clinic,PHX,47.6,AZA,17.6,SDL,1
Urban Retreat,Phoenix,AZ,PHX,4.2,AZA,6.6,SDL,46.2,171.08,Quick Ride,Regional Medical Center,PHX,9,AZA,19.6,SDL,14.5
Garden Court Hotel,Phoenix,AZ,PHX,5.5,AZA,11.4,SDL,7.7,157.56,City Cab,General Hospital,PHX,8,AZA,15.9,SDL,23.1
Ocean View Hotel,Phoenix,AZ,PHX,19.3,AZA,38.9,SDL,33.4,175.14,Speedy Taxi,Community Hospital,PHX,28.3,AZA,5.1,SDL,42.9
Coastal Breeze Hotel,Phoenix,AZ,PHX,47,AZA,30.1,SDL,45,162.65,Town Car Service,City Health Clinic,PHX,43.7,AZA,46.3,SDL,14.7
Riverfront Hotel,Phoenix,AZ,PHX,12.7,AZA,28,SDL,26.8,239.52,Urban Cabs,Southern Health Clinic,PHX,40.8,AZA,27.3,SDL,16.7
Riverfront Hotel,Phoenix,AZ,PHX,32.2,AZA,42.4,SDL,1.3,224,Town Car Service,Central Clinic,PHX,35.3,AZA,20.5,SDL,36.3
Harbor View Hotel,Phoenix,AZ,PHX,36.1,AZA,33.1,SDL,6.3,261.09,Express Cab,Coastal Health Center,PHX,43.8,AZA,32.6,SDL,30.5
Riverfront Hotel,Phoenix,AZ,PHX,30.1,AZA,15.1,SDL,28.5,297.1,Liberty Taxi,Lakeside Medical Center,PHX,0.7,AZA,25.6,SDL,29.1
Riverfront Hotel,Phoenix,AZ,PHX,5.1,AZA,37.5,SDL,49.8,260.45,Quick Ride,Harbor Hospital,PHX,49.9,AZA,38.4,SDL,41.2
Pine Tree Inn,Phoenix,AZ,PHX,33,AZA,43.9,SDL,14.8,107.59,Speedy Taxi,Sunrise Hospital,PHX,48.1,AZA,25.1,SDL,46.3
Riverfront Hotel,Phoenix,AZ,PHX,34.2,AZA,44,SDL,38.2,104.44,TopRide Taxi,Sunrise Hospital,PHX,0.8,AZA,38.7,SDL,40.7
Capitol Stay,Phoenix,AZ,PHX,30.4,AZA,4.7,SDL,38.9,299.74,Green Cab,Pine Valley Hospital,PHX,27.5,AZA,18.2,SDL,26.3
Emerald Isle Hotel,Phoenix,AZ,PHX,31.2,AZA,11.1,SDL,8.3,176.64,Metro Taxi,Urban Health Clinic,PHX,28.4,AZA,48.7,SDL,7
Desert Resort,Phoenix,AZ,PHX,11.4,AZA,42.6,SDL,16.1,208.02,Town Car Service,Community Hospital,STL,27.6,CPS,5.4,BLV,22.2
Broadway Hotel,Phoenix,AZ,PHX,47.8,AZA,4.7,SDL,18.6,278.25,Elite Taxi,Urban Health Clinic,STL,32.8,CPS,43.6,BLV,28.6
Ocean View Hotel,Phoenix,AZ,PHX,35.9,AZA,45.5,SDL,5.7,135.95,Liberty Taxi,Main Street Medical Center,STL,13.7,CPS,46.5,BLV,38.9
Grand Plaza,Phoenix,AZ,PHX,1.1,AZA,3.3,SDL,21.5,122.75,Best Taxi,Riverfront Medical Center,STL,24.8,CPS,44,BLV,18.8
Capitol Stay,Phoenix,AZ,PHX,3,AZA,18.6,SDL,25.7,121.75,Eagle Taxi,Mountain View Hospital,STL,48.6,CPS,29.8,BLV,33.5
Sapphire Hotel,Phoenix,AZ,PHX,19.5,AZA,12.8,SDL,39.3,261.75,Green Cab,Urban Health Clinic,STL,15.2,CPS,12.9,BLV,21.9
Central Park Inn,Phoenix,AZ,PHX,14.2,AZA,48,SDL,27.8,192.52,Liberty Taxi,Downtown Medical Center,STL,21,CPS,48,BLV,4.3
Lakeside Inn,Phoenix,AZ,PHX,48.3,AZA,39.1,SDL,29.4,283.77,Rapid Cab,Harbor Hospital,STL,39.1,CPS,29.1,BLV,16.3
Riverfront Hotel,Phoenix,AZ,PHX,6.1,AZA,9.3,SDL,7.7,233.57,Liberty Taxi,City Health Clinic,STL,19.7,CPS,4.9,BLV,4.4
Emerald Isle Hotel,Phoenix,AZ,PHX,23.6,AZA,33.4,SDL,30.3,137.56,BlueLine Taxi,City Health Clinic,STL,16.2,CPS,11.4,BLV,38.9
Desert Resort,Phoenix,AZ,PHX,49.2,AZA,11.7,SDL,36.2,263.61,Royal Cab,Sunrise Hospital,STL,14.5,CPS,41.7,BLV,44.2
Garden Court Hotel,Phoenix,AZ,PHX,0.9,AZA,34.6,SDL,30.8,170.67,TopRide Taxi,City Health Clinic,STL,33.3,CPS,26.1,BLV,22.5
Golden Gate Hotel,Phoenix,AZ,PHX,48.2,AZA,18.5,SDL,27.7,127.9,BlueLine Taxi,Northside Hospital,STL,26.1,CPS,10,BLV,26.4
Sapphire Hotel,Phoenix,AZ,PHX,46.7,AZA,48.8,SDL,28.6,191.61,Liberty Taxi,Community Hospital,STL,49.7,CPS,18.1,BLV,43.3
Lakeside Inn,Phoenix,AZ,PHX,11.4,AZA,43.7,SDL,3.5,147.56,Best Taxi,Urban Health Clinic,STL,36.1,CPS,10.7,BLV,49.2
Bay Area Hotel,St. Louis,MO,STL,43.8,CPS,34.4,BLV,15.5,256.9,Sunshine Taxi,Memorial Hospital,STL,2.6,CPS,6.8,BLV,24
Broadway Hotel,St. Louis,MO,STL,36.6,CPS,49.4,BLV,34.7,291.85,Urban Cabs,Northside Hospital,STL,34.1,CPS,5.6,BLV,49.5
Coastal Breeze Hotel,St. Louis,MO,STL,10.9,CPS,20.6,BLV,42.8,215.89,Golden Cab,City Health Clinic,STL,15.3,CPS,36.4,BLV,3.1
Skyline Suites,St. Louis,MO,STL,11.8,CPS,48.6,BLV,41.7,260.8,Sunshine Taxi,Pine Valley Hospital,STL,38,CPS,19.3,BLV,42.6
Crystal Waters Hotel,St. Louis,MO,STL,8.3,CPS,31.7,BLV,8,266.59,Town Car Service,Sunrise Hospital,STL,33,CPS,13.3,BLV,47.3
Sapphire Hotel,St. Louis,MO,STL,21.2,CPS,40.2,BLV,27.6,170.56,Yellow Cab,Lakeside Medical Center,STL,20.7,CPS,13,BLV,17.2
Broadway Hotel,St. Louis,MO,STL,6.7,CPS,24.2,BLV,31.4,267.64,Premier Rides,Memorial Hospital,STL,28.9,CPS,41.8,BLV,35.9
Riverfront Hotel,St. Louis,MO,STL,47,CPS,38.9,BLV,48.6,246.85,First Choice Taxi,Green Valley Hospital,STL,6.8,CPS,31.6,BLV,7
Maple Leaf Lodge,St. Louis,MO,STL,38.3,CPS,37.6,BLV,10.4,255.25,Speedy Taxi,West End Hospital,STL,27.2,CPS,16.2,BLV,16
Desert Resort,St. Louis,MO,STL,37.2,CPS,43.2,BLV,12.6,255.83,Premier Rides,General Hospital,STL,32.5,CPS,39.4,BLV,36.3
Urban Retreat,St. Louis,MO,STL,44.1,CPS,26.2,BLV,34.4,294.15,Eagle Taxi,Riverfront Medical Center,STL,4.7,CPS,31.3,BLV,17.1
Riverfront Hotel,St. Louis,MO,STL,10.7,CPS,39.8,BLV,39.1,231.3,Urban Cabs,Urban Health Clinic,STL,22,CPS,37.2,BLV,38.8
Capitol Stay,St. Louis,MO,STL,19.1,CPS,2.9,BLV,6.6,291.32,Express Cab,Regional Medical Center,STL,28,CPS,4.5,BLV,18.6
Metro Inn,St. Louis,MO,STL,4.5,CPS,21.1,BLV,32.8,103.05,Green Cab,Riverfront Medical Center,STL,28.8,CPS,48.9,BLV,19.4
Crystal Waters Hotel,St. Louis,MO,STL,35.3,CPS,1.5,BLV,39.4,125.47,Yellow Cab,Central Clinic,STL,13.8,CPS,40.2,BLV,32.9
Riverfront Hotel,St. Louis,MO,STL,43.2,CPS,10.9,BLV,6.7,102.1,Green Cab,General Hospital,STL,15.8,CPS,29.9,BLV,8.9
Coastal Breeze Hotel,St. Louis,MO,STL,32.3,CPS,11.8,BLV,18,188.81,Metro Taxi,Sunrise Hospital,STL,39.4,CPS,38,BLV,33.2
Harbor View Hotel,St. Louis,MO,STL,11.7,CPS,48.6,BLV,35.6,165.63,Eagle Taxi,Memorial Hospital,STL,35,CPS,46.4,BLV,46.1
Skyline Suites,St. Louis,MO,STL,19.3,CPS,2.4,BLV,15.8,155.58,Royal Cab,Urban Health Clinic,STL,30.2,CPS,40.1,BLV,37
Broadway Hotel,St. Louis,MO,STL,22.6,CPS,20.1,BLV,5.7,263.9,BlueLine Taxi,City Health Clinic,STL,44.5,CPS,7.5,BLV,0.5
Maple Leaf Lodge,St. Louis,MO,STL,8.3,CPS,50,BLV,27.3,214.29,Best Taxi,Valley Health Center,STL,5.1,CPS,27.9,BLV,27.3
Skyline Suites,St. Louis,MO,STL,4.6,CPS,41.7,BLV,22.8,227.68,Urban Cabs,General Hospital,STL,12.1,CPS,3.4,BLV,30.1
Grand Plaza,St. Louis,MO,STL,34.5,CPS,29.8,BLV,19.4,151.26,Comfort Ride,City Medical Center,STL,8.8,CPS,7.8,BLV,38.5
Pine Tree Inn,St. Louis,MO,STL,35.8,CPS,29.4,BLV,6.6,178.43,Rapid Cab,Mountain View Hospital,STL,5.4,CPS,26.3,BLV,1.5
Sunset Inn,St. Louis,MO,STL,20,CPS,49.9,BLV,14.5,240.32,Green Cab,Northeast Medical Center,STL,33.1,CPS,5.6,BLV,33.6
Ocean View Hotel,St. Louis,MO,STL,35.6,CPS,10.7,BLV,26.6,294.06,Alpha Cab,Green Valley Hospital,STL,21.1,CPS,28.7,BLV,14.5
Urban Retreat,St. Louis,MO,STL,41.2,CPS,27.7,BLV,46.4,258.65,Town Car Service,Urban Health Clinic,STL,11.5,CPS,49.8,BLV,30.3
Grand Plaza,St. Louis,MO,STL,40.5,CPS,46.1,BLV,5,110.51,Liberty Taxi,General Hospital,STL,10.5,CPS,47.9,BLV,17.4
Grand Plaza,St. Louis,MO,STL,4.9,CPS,46.2,BLV,14.3,234.89,Speedy Taxi,City Medical Center,STL,2.2,CPS,43.6,BLV,40.1
Grand Plaza,St. Louis,MO,STL,39.8,CPS,8.8,BLV,49.9,239.99,City Cab,Community Hospital,STL,7.7,CPS,25.1,BLV,49.5
Harbor View Hotel,St. Louis,MO,STL,43.2,CPS,38.7,BLV,24.1,126.65,Metro Taxi,Downtown Medical Center,STL,15.5,CPS,18.9,BLV,10.3
Golden Gate Hotel,St. Louis,MO,STL,13.7,CPS,42.8,BLV,29.5,159.36,TopRide Taxi,Mountain View Hospital,STL,35,CPS,15.2,BLV,22.4
Metro Inn,St. Louis,MO,STL,1.6,CPS,9.4,BLV,7.3,285.57,Town Car Service,Central Clinic,STL,44.9,CPS,14.4,BLV,42.2
Pine Tree Inn,St. Louis,MO,STL,39.9,CPS,38.5,BLV,32.8,278.72,Town Car Service,St. Mary's Hospital,STL,27.2,CPS,39.6,BLV,10.7
Riverfront Hotel,St. Louis,MO,STL,20.8,CPS,5.5,BLV,6.4,280.94,Urban Cabs,Coastal Health Center,STL,15.8,CPS,4.1,BLV,25
Broadway Hotel,St. Louis,MO,STL,17.2,CPS,15.1,BLV,30.8,242.02,Golden Cab,Valley Health Center,STL,5.6,CPS,38.4,BLV,16.1
Sunset Inn,St. Louis,MO,STL,5.5,CPS,25.7,BLV,48.9,131.44,Best Taxi,Eastside Medical Center,STL,36.7,CPS,44,BLV,8.4
Sapphire Hotel,St. Louis,MO,STL,23.7,CPS,35.3,BLV,1.8,217.94,Eagle Taxi,Northside Hospital,STL,16,CPS,13.6,BLV,17.8
Pine Tree Inn,St. Louis,MO,STL,33.8,CPS,29.5,BLV,24.7,154.57,Best Taxi,Community Hospital,STL,42,CPS,49.5,BLV,49.2
Metro Inn,St. Louis,MO,STL,47.4,CPS,21.5,BLV,9.6,126.33,BlueLine Taxi,Lakeside Medical Center,STL,3.7,CPS,49.7,BLV,23
Bay Area Hotel,St. Louis,MO,STL,24.5,CPS,7.5,BLV,25.4,109.37,Quick Ride,Central Clinic,STL,38.6,CPS,19.8,BLV,37.2
Grand Plaza,St. Louis,MO,STL,20.6,CPS,46.4,BLV,20,263.5,Comfort Ride,Southern Health Clinic,STL,35.7,CPS,22,BLV,41.4
Sapphire Hotel,St. Louis,MO,STL,18.9,CPS,3.4,BLV,29.8,277.92,City Cab,Eastside Medical Center,STL,32.5,CPS,35.9,BLV,19
Mountain Peak Lodge,St. Louis,MO,STL,27.2,CPS,13.8,BLV,39,286.7,Star Taxi,Mountain View Hospital,STL,28.8,CPS,6,BLV,35
Harbor View Hotel,St. Louis,MO,STL,30.8,CPS,0.6,BLV,2.2,165.62,Urban Cabs,City Health Clinic,STL,13.6,CPS,49.8,BLV,30.2
Golden Gate Hotel,St. Louis,MO,STL,47.4,CPS,2.8,BLV,46.4,143.89,Quick Ride,Urban Health Clinic,STL,27.9,CPS,38.5,BLV,9.2
Riverfront Hotel,St. Louis,MO,STL,5.1,CPS,7.6,BLV,4.2,156.25,Royal Cab,Sunrise Hospital,STL,44.2,CPS,27.6,BLV,22
Emerald Isle Hotel,St. Louis,MO,STL,44.8,CPS,31.6,BLV,46.8,158.21,Golden Cab,Green Valley Hospital,STL,46.3,CPS,42.4,BLV,36.5
Harbor View Hotel,St. Louis,MO,STL,34.2,CPS,2.3,BLV,49.5,240.21,Eagle Taxi,Eastside Medical Center,STL,22.5,CPS,42,BLV,20.8
Sapphire Hotel,St. Louis,MO,STL,46.9,CPS,14.1,BLV,31.4,288.36,Royal Cab,Northside Hospital,STL,6.5,CPS,30.8,BLV,28.3
City Center Lodge,St. Louis,MO,STL,3.6,CPS,14,BLV,8.1,296.7,Comfort Ride,City Medical Center,STL,12.4,CPS,35.8,BLV,41.2
Riverfront Hotel,St. Louis,MO,STL,47.8,CPS,7.3,BLV,49.2,223.94,Urban Cabs,Memorial Hospital,STL,8.4,CPS,46.9,BLV,5.9
Maple Leaf Lodge,St. Louis,MO,STL,42.5,CPS,20.9,BLV,44.2,242.3,Quick Ride,Northeast Medical Center,STL,10.6,CPS,15.2,BLV,34.5
Maple Leaf Lodge,St. Louis,MO,STL,44.3,CPS,43.1,BLV,18.9,127.59,BlueLine Taxi,General Hospital,STL,30.9,CPS,42.6,BLV,26.3
Ocean View Hotel,St. Louis,MO,STL,26.1,CPS,25.5,BLV,29.1,141.61,Royal Cab,Main Street Medical Center,STL,2,CPS,35.4,BLV,18.9
