Flight Number,Airline,Origin Airport,Destination Airport,Scheduled Departure Time,Actual Departure Time,Scheduled Arrival Time,Actual Arrival Time,Date,Day of the Week,Distance (miles),Weather Conditions,Delay (minutes)
JE1202,JetBlue,MCO,JFK,2024-05-26 13:56,2024-05-26 15:26,2024-05-26 17:13,2024-05-26 17:22,2024-05-30,Thursday,2587,Snow,90
AL9481,Alaska,BWI,ORD,2024-05-23 15:07,2024-05-23 16:29,2024-05-23 18:53,2024-05-23 19:08,2024-05-20,Monday,2339,Thunderstorm,82
SO8081,Southwest,LAS,LAX,2024-05-23 09:21,2024-05-23 09:32,2024-05-23 12:55,2024-05-23 13:18,2024-05-08,Wednesday,1009,Snow,11
DE8704,Delta,ATL,LAS,2024-05-23 19:53,2024-05-23 21:39,2024-05-23 21:30,2024-05-23 21:56,2024-05-23,Thursday,207,Snow,106
SP3039,Spirit,SFO,PHX,2024-05-07 21:47,2024-05-07 22:57,2024-05-08 03:41,2024-05-08 04:39,2024-05-29,Wednesday,1397,Rain,70
SP5496,Spirit,CLT,DTW,2024-05-04 22:44,2024-05-05 01:24,2024-05-05 00:35,2024-05-05 00:55,2024-05-09,Thursday,2895,Snow,160
AM430,American,DEN,FLL,2024-05-06 21:49,2024-05-06 22:14,2024-05-07 02:58,2024-05-07 03:48,2024-05-14,Tuesday,2454,Rain,25
DE5170,Delta,ATL,DFW,2024-05-01 13:58,2024-05-01 16:57,2024-05-01 15:25,2024-05-01 16:21,2024-05-09,Thursday,2370,Rain,179
FR6288,Frontier,DFW,CLT,2024-05-04 04:06,2024-05-04 06:20,2024-05-04 07:08,2024-05-04 07:44,2024-05-18,Saturday,2825,Rain,134
SP2487,Spirit,ATL,SEA,2024-05-15 02:32,2024-05-15 04:16,2024-05-15 03:38,2024-05-15 03:43,2024-05-17,Friday,1742,Thunderstorm,104
SO6619,Southwest,BWI,BOS,2024-05-06 03:09,2024-05-06 04:57,2024-05-06 04:42,2024-05-06 05:37,2024-05-10,Friday,1367,Snow,108
SP7893,Spirit,BWI,IAH,2024-05-26 04:22,2024-05-26 05:15,2024-05-26 07:59,2024-05-26 07:59,2024-05-18,Saturday,1008,Clear,53
AM8182,American,MIA,PHX,2024-05-02 10:39,2024-05-02 12:00,2024-05-02 12:25,2024-05-02 12:32,2024-05-16,Thursday,779,Fog,81
SP6110,Spirit,BOS,MCO,2024-05-05 16:31,2024-05-05 19:18,2024-05-05 19:56,2024-05-05 20:11,2024-05-15,Wednesday,1098,Rain,167
SP8742,Spirit,MIA,ATL,2024-05-28 03:05,2024-05-28 03:45,2024-05-28 05:39,2024-05-28 06:38,2024-05-08,Wednesday,1241,Clear,40
SP8349,Spirit,CLT,FLL,2024-05-13 04:47,2024-05-13 06:33,2024-05-13 07:08,2024-05-13 07:13,2024-05-27,Monday,1332,Fog,106
SP7992,Spirit,LAS,DTW,2024-05-20 12:29,2024-05-20 15:12,2024-05-20 14:38,2024-05-20 14:35,2024-05-02,Thursday,2244,Fog,163
FR6023,Frontier,PHL,DTW,2024-05-30 10:16,2024-05-30 10:16,2024-05-30 12:38,2024-05-30 12:26,2024-05-17,Friday,713,Snow,0
FR3166,Frontier,PHL,CLT,2024-05-12 06:17,2024-05-12 07:46,2024-05-12 10:27,2024-05-12 11:01,2024-05-09,Thursday,2907,Fog,89
SO2552,Southwest,JFK,DEN,2024-05-03 04:42,2024-05-03 06:17,2024-05-03 07:15,2024-05-03 07:20,2024-05-28,Tuesday,1010,Rain,95
SP5162,Spirit,PHL,ATL,2024-05-16 19:10,2024-05-16 20:36,2024-05-17 00:30,2024-05-17 00:55,2024-05-10,Friday,1594,Clear,86
DE3616,Delta,SFO,LAX,2024-05-11 11:40,2024-05-11 11:58,2024-05-11 16:58,2024-05-11 17:06,2024-05-16,Thursday,1772,Thunderstorm,18
SO9127,Southwest,DEN,MCO,2024-05-05 17:02,2024-05-05 17:30,2024-05-05 21:37,2024-05-05 22:32,2024-05-15,Wednesday,2465,Rain,28
FR6932,Frontier,BOS,CLT,2024-05-11 23:05,2024-05-12 01:37,2024-05-12 02:46,2024-05-12 02:43,2024-05-09,Thursday,968,Thunderstorm,152
DE6735,Delta,LAS,FLL,2024-05-01 07:59,2024-05-01 08:33,2024-05-01 09:24,2024-05-01 09:29,2024-05-06,Monday,2385,Thunderstorm,34
FR7393,Frontier,ORD,SFO,2024-05-06 05:36,2024-05-06 06:57,2024-05-06 06:36,2024-05-06 06:57,2024-05-05,Sunday,1329,Thunderstorm,81
AL7325,Alaska,DEN,SFO,2024-05-09 11:04,2024-05-09 13:16,2024-05-09 16:19,2024-05-09 16:27,2024-05-05,Sunday,492,Clear,132
FR5905,Frontier,MCO,CLT,2024-05-30 06:23,2024-05-30 07:16,2024-05-30 11:29,2024-05-30 12:03,2024-05-19,Sunday,1943,Fog,53
UN6503,United,SFO,PHX,2024-05-16 13:26,2024-05-16 15:28,2024-05-16 19:24,2024-05-16 20:21,2024-05-15,Wednesday,1901,Fog,122
AM823,American,DTW,CLT,2024-05-27 06:56,2024-05-27 07:38,2024-05-27 08:31,2024-05-27 08:25,2024-05-12,Sunday,1867,Rain,42
AM4341,American,BOS,PHL,2024-05-04 23:21,2024-05-05 01:34,2024-05-05 05:05,2024-05-05 05:08,2024-05-20,Monday,2911,Rain,133
AM4031,American,IAH,SFO,2024-05-11 19:48,2024-05-11 22:14,2024-05-11 21:40,2024-05-11 22:29,2024-05-19,Sunday,549,Thunderstorm,146
FR2738,Frontier,BWI,IAH,2024-05-09 17:58,2024-05-09 20:08,2024-05-09 20:02,2024-05-09 20:34,2024-05-12,Sunday,894,Rain,130
DE5787,Delta,BOS,ORD,2024-05-24 07:04,2024-05-24 09:04,2024-05-24 09:04,2024-05-24 09:04,2024-05-17,Friday,2063,Clear,120
DE8934,Delta,BWI,MSP,2024-05-10 13:34,2024-05-10 14:35,2024-05-10 15:34,2024-05-10 16:01,2024-05-24,Friday,559,Clear,61
SP3960,Spirit,LAS,ATL,2024-05-09 17:28,2024-05-09 17:45,2024-05-09 20:43,2024-05-09 20:54,2024-05-25,Saturday,2254,Snow,17
AL7159,Alaska,PHL,MIA,2024-05-21 22:58,2024-05-22 01:38,2024-05-22 01:18,2024-05-22 01:04,2024-05-02,Thursday,2669,Thunderstorm,160
FR1895,Frontier,JFK,MSP,2024-05-20 02:59,2024-05-20 04:27,2024-05-20 07:35,2024-05-20 07:55,2024-05-13,Monday,1073,Thunderstorm,88
SO6891,Southwest,ATL,FLL,2024-05-27 13:49,2024-05-27 13:52,2024-05-27 19:49,2024-05-27 19:50,2024-05-11,Saturday,340,Clear,3
AM6689,American,BOS,PHX,2024-05-19 08:42,2024-05-19 08:51,2024-05-19 10:48,2024-05-19 11:26,2024-05-04,Saturday,739,Clear,9
AL7050,Alaska,BOS,FLL,2024-05-20 09:42,2024-05-20 11:36,2024-05-20 13:28,2024-05-20 14:25,2024-05-04,Saturday,2280,Snow,114
FR9814,Frontier,DTW,SEA,2024-05-24 06:52,2024-05-24 09:38,2024-05-24 09:53,2024-05-24 09:38,2024-05-12,Sunday,1562,Snow,166
AM2010,American,DFW,IAH,2024-05-14 09:32,2024-05-14 11:49,2024-05-14 12:42,2024-05-14 13:36,2024-05-12,Sunday,301,Fog,137
AL6938,Alaska,FLL,MIA,2024-05-11 23:22,2024-05-12 00:59,2024-05-12 00:49,2024-05-12 01:19,2024-05-20,Monday,2422,Thunderstorm,97
JE5382,JetBlue,IAH,MSP,2024-05-06 20:08,2024-05-06 22:48,2024-05-06 22:00,2024-05-06 21:52,2024-05-03,Friday,2664,Thunderstorm,160
DE429,Delta,MCO,DEN,2024-05-01 23:00,2024-05-01 23:34,2024-05-02 03:23,2024-05-02 03:28,2024-05-29,Wednesday,2573,Clear,34
SO7954,Southwest,DEN,PHL,2024-05-08 09:40,2024-05-08 10:40,2024-05-08 15:12,2024-05-08 15:34,2024-05-20,Monday,663,Clear,60
AM9037,American,SFO,ATL,2024-05-24 08:49,2024-05-24 09:30,2024-05-24 10:26,2024-05-24 11:07,2024-05-08,Wednesday,395,Clear,41
SP1816,Spirit,PHX,SEA,2024-05-03 03:56,2024-05-03 04:48,2024-05-03 05:32,2024-05-03 05:30,2024-05-18,Saturday,1876,Thunderstorm,52
AM5777,American,SEA,PHX,2024-05-03 00:23,2024-05-03 01:31,2024-05-03 03:52,2024-05-03 04:10,2024-05-14,Tuesday,436,Thunderstorm,68
SO8952,Southwest,MIA,BOS,2024-05-19 22:10,2024-05-19 23:02,2024-05-20 03:19,2024-05-20 03:25,2024-05-24,Friday,2287,Rain,52
AL9155,Alaska,FLL,CLT,2024-05-14 12:27,2024-05-14 15:10,2024-05-14 17:01,2024-05-14 16:58,2024-05-08,Wednesday,1151,Snow,163
JE5919,JetBlue,SEA,MCO,2024-05-11 17:49,2024-05-11 20:40,2024-05-11 20:57,2024-05-11 21:44,2024-05-13,Monday,480,Fog,171
AM3798,American,MCO,MSP,2024-05-20 19:57,2024-05-20 22:17,2024-05-21 00:09,2024-05-21 00:07,2024-05-12,Sunday,443,Thunderstorm,140
FR4390,Frontier,ATL,LAS,2024-05-04 19:35,2024-05-04 22:03,2024-05-04 20:37,2024-05-04 21:09,2024-05-24,Friday,2726,Snow,148
UN5276,United,MCO,ORD,2024-05-05 06:45,2024-05-05 07:46,2024-05-05 12:31,2024-05-05 12:47,2024-05-26,Sunday,419,Fog,61
JE2020,JetBlue,MIA,JFK,2024-05-19 03:43,2024-05-19 06:20,2024-05-19 07:46,2024-05-19 08:28,2024-05-13,Monday,2826,Rain,157
SO5061,Southwest,SEA,ATL,2024-05-02 18:58,2024-05-02 19:27,2024-05-03 00:10,2024-05-03 00:38,2024-05-04,Saturday,1726,Rain,29
AL5293,Alaska,BOS,PHL,2024-05-10 09:40,2024-05-10 10:39,2024-05-10 15:17,2024-05-10 15:27,2024-05-04,Saturday,2594,Fog,59
JE7420,JetBlue,MCO,DTW,2024-05-27 11:13,2024-05-27 13:51,2024-05-27 16:29,2024-05-27 17:00,2024-05-07,Tuesday,1433,Thunderstorm,158
SP6277,Spirit,MSP,CLT,2024-05-03 00:56,2024-05-03 02:28,2024-05-03 02:41,2024-05-03 03:38,2024-05-08,Wednesday,2920,Rain,92
UN5726,United,BOS,IAH,2024-05-24 00:20,2024-05-24 01:18,2024-05-24 03:38,2024-05-24 04:37,2024-05-12,Sunday,2031,Rain,58
DE4261,Delta,MCO,BOS,2024-05-23 12:20,2024-05-23 14:41,2024-05-23 13:53,2024-05-23 14:53,2024-05-09,Thursday,406,Snow,141
FR9759,Frontier,BWI,SFO,2024-05-26 01:24,2024-05-26 03:52,2024-05-26 03:26,2024-05-26 03:32,2024-05-08,Wednesday,2802,Fog,148
UN3046,United,DFW,PHL,2024-05-15 20:54,2024-05-15 21:49,2024-05-15 23:34,2024-05-15 23:29,2024-05-02,Thursday,1300,Clear,55
SO6323,Southwest,BWI,DFW,2024-05-30 16:50,2024-05-30 18:18,2024-05-30 20:33,2024-05-30 21:33,2024-05-03,Friday,806,Clear,88
FR9750,Frontier,BWI,MIA,2024-05-13 17:29,2024-05-13 18:08,2024-05-13 18:53,2024-05-13 18:50,2024-05-07,Tuesday,959,Clear,39
SO6924,Southwest,ATL,LAS,2024-05-24 18:16,2024-05-24 19:18,2024-05-24 19:22,2024-05-24 20:15,2024-05-03,Friday,2894,Thunderstorm,62
SO497,Southwest,LAX,LAS,2024-05-25 02:58,2024-05-25 05:40,2024-05-25 06:36,2024-05-25 07:22,2024-05-06,Monday,430,Fog,162
AM8349,American,MCO,LAS,2024-05-06 16:17,2024-05-06 18:55,2024-05-06 18:20,2024-05-06 19:20,2024-05-05,Sunday,2121,Snow,158
AL6439,Alaska,DTW,BWI,2024-05-08 04:16,2024-05-08 04:26,2024-05-08 06:09,2024-05-08 07:05,2024-05-25,Saturday,566,Thunderstorm,10
AM9117,American,DTW,BOS,2024-05-14 00:36,2024-05-14 00:48,2024-05-14 03:42,2024-05-14 04:34,2024-05-21,Tuesday,2366,Thunderstorm,12
DE173,Delta,MSP,PHL,2024-05-09 22:56,2024-05-10 01:56,2024-05-10 04:42,2024-05-10 05:41,2024-05-25,Saturday,2128,Rain,180
SO1897,Southwest,MIA,PHX,2024-05-04 23:50,2024-05-05 02:06,2024-05-05 02:49,2024-05-05 03:33,2024-05-11,Saturday,357,Clear,136
AL2480,Alaska,FLL,SFO,2024-05-03 15:48,2024-05-03 18:47,2024-05-03 19:09,2024-05-03 19:17,2024-05-29,Wednesday,2631,Snow,179
UN9610,United,SFO,MSP,2024-05-06 20:17,2024-05-06 20:38,2024-05-07 01:24,2024-05-07 01:39,2024-05-11,Saturday,990,Clear,21
AM3432,American,BWI,ORD,2024-05-03 14:33,2024-05-03 17:01,2024-05-03 20:10,2024-05-03 20:55,2024-05-18,Saturday,1218,Rain,148
AL9625,Alaska,MSP,IAH,2024-05-15 13:56,2024-05-15 14:35,2024-05-15 18:15,2024-05-15 19:02,2024-05-16,Thursday,2228,Clear,39
SP8826,Spirit,IAH,LAX,2024-05-12 03:33,2024-05-12 06:33,2024-05-12 05:01,2024-05-12 05:00,2024-05-26,Sunday,248,Rain,180
SP7684,Spirit,JFK,FLL,2024-05-29 21:27,2024-05-30 00:00,2024-05-30 02:19,2024-05-30 03:11,2024-05-20,Monday,1255,Snow,153
FR1971,Frontier,MSP,FLL,2024-05-26 08:37,2024-05-26 08:46,2024-05-26 12:16,2024-05-26 12:10,2024-05-11,Saturday,1447,Clear,9
SP8912,Spirit,LAS,PHL,2024-05-25 21:24,2024-05-26 00:10,2024-05-26 00:34,2024-05-26 00:52,2024-05-27,Monday,1742,Rain,166
DE3113,Delta,JFK,DEN,2024-05-03 08:00,2024-05-03 08:25,2024-05-03 12:56,2024-05-03 13:39,2024-05-16,Thursday,1056,Snow,25
UN126,United,SEA,SFO,2024-05-30 02:36,2024-05-30 03:16,2024-05-30 07:12,2024-05-30 07:18,2024-05-15,Wednesday,696,Fog,40
UN6482,United,FLL,DFW,2024-05-23 20:09,2024-05-23 22:01,2024-05-23 22:50,2024-05-23 22:43,2024-05-24,Friday,1482,Thunderstorm,112
FR1238,Frontier,LAS,MIA,2024-05-13 01:29,2024-05-13 03:57,2024-05-13 06:45,2024-05-13 06:57,2024-05-17,Friday,1650,Clear,148
SO899,Southwest,MIA,IAH,2024-05-06 20:57,2024-05-06 23:56,2024-05-07 00:07,2024-05-07 00:22,2024-05-02,Thursday,841,Rain,179
AL7497,Alaska,MIA,MCO,2024-05-22 09:35,2024-05-22 11:55,2024-05-22 13:25,2024-05-22 13:45,2024-05-03,Friday,1253,Thunderstorm,140
UN8394,United,ATL,IAH,2024-05-09 18:07,2024-05-09 19:23,2024-05-09 22:42,2024-05-09 22:46,2024-05-01,Wednesday,1518,Clear,76
UN7725,United,CLT,MSP,2024-05-05 05:07,2024-05-05 07:21,2024-05-05 06:43,2024-05-05 07:30,2024-05-15,Wednesday,1101,Snow,134
JE3111,JetBlue,SFO,BOS,2024-05-15 10:05,2024-05-15 11:21,2024-05-15 15:56,2024-05-15 16:45,2024-05-08,Wednesday,2701,Thunderstorm,76
JE4884,JetBlue,ORD,DFW,2024-05-28 19:00,2024-05-28 20:06,2024-05-28 22:36,2024-05-28 23:11,2024-05-06,Monday,2014,Clear,66
DE9151,Delta,PHX,SFO,2024-05-13 06:25,2024-05-13 07:42,2024-05-13 11:37,2024-05-13 12:36,2024-05-17,Friday,2244,Thunderstorm,77
JE2165,JetBlue,SFO,MCO,2024-05-20 01:17,2024-05-20 02:54,2024-05-20 03:34,2024-05-20 03:42,2024-05-10,Friday,1286,Thunderstorm,97
JE5321,JetBlue,BOS,CLT,2024-05-26 08:04,2024-05-26 10:06,2024-05-26 12:30,2024-05-26 13:28,2024-05-08,Wednesday,2287,Thunderstorm,122
SP9531,Spirit,DEN,MIA,2024-05-15 23:57,2024-05-16 00:21,2024-05-16 03:30,2024-05-16 03:21,2024-05-24,Friday,918,Rain,24
JE9765,JetBlue,LAX,IAH,2024-05-03 22:56,2024-05-04 01:27,2024-05-04 00:12,2024-05-04 00:09,2024-05-27,Monday,1334,Snow,151
SP6110,Spirit,PHL,LAS,2024-05-29 22:06,2024-05-29 23:14,2024-05-29 23:19,2024-05-30 00:19,2024-05-14,Tuesday,2627,Fog,68
AM5748,American,DFW,ORD,2024-05-07 12:55,2024-05-07 14:56,2024-05-07 16:10,2024-05-07 16:21,2024-05-01,Wednesday,925,Clear,121
UN5204,United,LAS,MCO,2024-05-10 12:10,2024-05-10 12:36,2024-05-10 17:16,2024-05-10 17:52,2024-05-25,Saturday,1495,Rain,26
UN5519,United,CLT,LAX,2024-05-07 13:43,2024-05-07 15:43,2024-05-07 15:23,2024-05-07 15:37,2024-05-08,Wednesday,2576,Fog,120
FR4502,Frontier,FLL,SFO,2024-05-03 15:03,2024-05-03 18:02,2024-05-03 17:04,2024-05-03 17:25,2024-05-17,Friday,1137,Thunderstorm,179
JE8650,JetBlue,PHL,CLT,2024-05-15 23:04,2024-05-16 00:24,2024-05-16 03:54,2024-05-16 04:07,2024-05-24,Friday,2777,Thunderstorm,80
SO1211,Southwest,DFW,DEN,2024-05-08 22:10,2024-05-08 23:52,2024-05-09 01:34,2024-05-09 02:29,2024-05-01,Wednesday,2224,Fog,102
SO7041,Southwest,LAS,PHX,2024-05-02 05:50,2024-05-02 06:41,2024-05-02 09:03,2024-05-02 09:44,2024-05-21,Tuesday,2326,Thunderstorm,51
AL4777,Alaska,BWI,MSP,2024-05-03 06:03,2024-05-03 08:27,2024-05-03 07:59,2024-05-03 07:59,2024-05-20,Monday,895,Snow,144
SO9854,Southwest,DFW,BWI,2024-05-10 08:33,2024-05-10 11:26,2024-05-10 12:57,2024-05-10 13:55,2024-05-26,Sunday,1576,Clear,173
SO3108,Southwest,IAH,MSP,2024-05-08 08:22,2024-05-08 08:29,2024-05-08 13:23,2024-05-08 13:16,2024-05-05,Sunday,1953,Fog,7
AL8047,Alaska,DFW,SFO,2024-05-10 22:30,2024-05-11 00:39,2024-05-10 23:40,2024-05-10 23:54,2024-05-19,Sunday,1164,Rain,129
DE3798,Delta,IAH,BOS,2024-05-29 10:42,2024-05-29 13:40,2024-05-29 12:53,2024-05-29 12:54,2024-05-26,Sunday,1874,Snow,178
AM871,American,FLL,SFO,2024-05-03 17:49,2024-05-03 17:59,2024-05-03 20:36,2024-05-03 21:36,2024-05-14,Tuesday,312,Fog,10
AM7954,American,ORD,DFW,2024-05-26 07:50,2024-05-26 08:15,2024-05-26 10:45,2024-05-26 11:18,2024-05-14,Tuesday,2616,Snow,25
SP2064,Spirit,PHX,LAX,2024-05-11 21:33,2024-05-11 23:07,2024-05-12 02:42,2024-05-12 03:00,2024-05-26,Sunday,462,Clear,94
SO281,Southwest,SEA,DTW,2024-05-23 15:07,2024-05-23 15:11,2024-05-23 16:10,2024-05-23 16:55,2024-05-17,Friday,909,Clear,4
AM8526,American,LAS,FLL,2024-05-24 20:03,2024-05-24 22:52,2024-05-24 21:15,2024-05-24 21:54,2024-05-26,Sunday,1057,Clear,169
SP3045,Spirit,JFK,CLT,2024-05-03 21:43,2024-05-03 23:06,2024-05-04 02:18,2024-05-04 03:14,2024-05-11,Saturday,2088,Thunderstorm,83
FR4323,Frontier,SFO,BOS,2024-05-26 02:50,2024-05-26 05:05,2024-05-26 04:21,2024-05-26 04:08,2024-05-21,Tuesday,920,Clear,135
JE8260,JetBlue,DEN,MCO,2024-05-23 11:15,2024-05-23 12:00,2024-05-23 15:20,2024-05-23 15:06,2024-05-29,Wednesday,266,Clear,45
DE5702,Delta,MSP,PHL,2024-05-03 04:37,2024-05-03 04:40,2024-05-03 08:49,2024-05-03 08:48,2024-05-02,Thursday,2425,Rain,3
FR4526,Frontier,DFW,CLT,2024-05-02 11:34,2024-05-02 14:04,2024-05-02 17:17,2024-05-02 17:27,2024-05-14,Tuesday,2277,Snow,150
UN4708,United,SFO,DTW,2024-05-07 10:39,2024-05-07 12:19,2024-05-07 12:00,2024-05-07 12:03,2024-05-21,Tuesday,2180,Thunderstorm,100
FR6599,Frontier,LAS,FLL,2024-05-06 17:03,2024-05-06 19:47,2024-05-06 18:05,2024-05-06 18:46,2024-05-16,Thursday,2114,Snow,164
FR1157,Frontier,LAS,DEN,2024-05-29 19:04,2024-05-29 20:55,2024-05-30 00:56,2024-05-30 00:44,2024-05-27,Monday,603,Clear,111
AL5034,Alaska,MIA,PHL,2024-05-18 12:50,2024-05-18 13:18,2024-05-18 15:19,2024-05-18 15:14,2024-05-24,Friday,1129,Thunderstorm,28
AM7051,American,LAS,SFO,2024-05-17 03:24,2024-05-17 05:11,2024-05-17 05:59,2024-05-17 06:42,2024-05-28,Tuesday,528,Clear,107
AL3295,Alaska,PHL,SEA,2024-05-28 00:37,2024-05-28 03:26,2024-05-28 04:16,2024-05-28 04:05,2024-05-13,Monday,2900,Thunderstorm,169
DE2005,Delta,LAS,SFO,2024-05-01 05:59,2024-05-01 06:13,2024-05-01 11:26,2024-05-01 11:13,2024-05-03,Friday,502,Rain,14
JE7112,JetBlue,ORD,FLL,2024-05-17 01:27,2024-05-17 04:15,2024-05-17 06:40,2024-05-17 06:27,2024-05-03,Friday,1384,Rain,168
JE2885,JetBlue,LAS,SEA,2024-05-27 13:59,2024-05-27 16:37,2024-05-27 18:10,2024-05-27 18:17,2024-05-11,Saturday,2183,Fog,158
SO6603,Southwest,IAH,MIA,2024-05-29 17:28,2024-05-29 19:54,2024-05-29 20:37,2024-05-29 21:06,2024-05-13,Monday,2687,Thunderstorm,146
JE3515,JetBlue,BWI,MIA,2024-05-12 13:14,2024-05-12 14:52,2024-05-12 18:37,2024-05-12 19:05,2024-05-08,Wednesday,1870,Snow,98
AL9742,Alaska,SEA,BWI,2024-05-24 03:44,2024-05-24 05:17,2024-05-24 06:02,2024-05-24 06:23,2024-05-23,Thursday,2962,Thunderstorm,93
DE5656,Delta,LAX,MIA,2024-05-12 07:56,2024-05-12 08:05,2024-05-12 13:26,2024-05-12 13:32,2024-05-06,Monday,2017,Snow,9
SO892,Southwest,MSP,DTW,2024-05-28 16:40,2024-05-28 18:18,2024-05-28 20:14,2024-05-28 20:00,2024-05-10,Friday,1239,Rain,98
FR2640,Frontier,MCO,BOS,2024-05-02 14:34,2024-05-02 16:11,2024-05-02 19:59,2024-05-02 20:25,2024-05-24,Friday,2213,Clear,97
AL3816,Alaska,FLL,ATL,2024-05-15 20:00,2024-05-15 22:43,2024-05-15 22:20,2024-05-15 22:18,2024-05-19,Sunday,2288,Snow,163
AL2086,Alaska,LAS,JFK,2024-05-14 09:14,2024-05-14 12:05,2024-05-14 10:44,2024-05-14 10:55,2024-05-08,Wednesday,2838,Snow,171
SO4661,Southwest,IAH,SFO,2024-05-13 13:04,2024-05-13 13:44,2024-05-13 17:38,2024-05-13 17:42,2024-05-04,Saturday,1668,Fog,40
AM889,American,SEA,DFW,2024-05-19 05:14,2024-05-19 06:43,2024-05-19 11:07,2024-05-19 10:52,2024-05-26,Sunday,1843,Thunderstorm,89
FR8697,Frontier,DFW,MCO,2024-05-03 19:44,2024-05-03 20:38,2024-05-03 22:32,2024-05-03 22:46,2024-05-06,Monday,265,Rain,54
AL7854,Alaska,CLT,DEN,2024-05-24 02:39,2024-05-24 02:47,2024-05-24 07:58,2024-05-24 08:05,2024-05-11,Saturday,627,Thunderstorm,8
AM3647,American,DTW,BWI,2024-05-27 08:08,2024-05-27 08:43,2024-05-27 10:07,2024-05-27 10:58,2024-05-16,Thursday,1493,Clear,35
SO5364,Southwest,LAX,DEN,2024-05-15 23:56,2024-05-16 00:40,2024-05-16 03:58,2024-05-16 04:36,2024-05-14,Tuesday,1638,Snow,44
AM9101,American,SFO,DTW,2024-05-01 23:44,2024-05-02 00:41,2024-05-02 05:38,2024-05-02 06:26,2024-05-19,Sunday,1931,Clear,57
DE3566,Delta,MCO,SEA,2024-05-25 11:03,2024-05-25 11:11,2024-05-25 15:53,2024-05-25 15:49,2024-05-01,Wednesday,2283,Clear,8
AL275,Alaska,ATL,MIA,2024-05-28 12:12,2024-05-28 13:30,2024-05-28 15:44,2024-05-28 16:01,2024-05-18,Saturday,1974,Snow,78
SO1396,Southwest,PHX,BWI,2024-05-02 00:12,2024-05-02 00:17,2024-05-02 05:56,2024-05-02 06:16,2024-05-07,Tuesday,2825,Thunderstorm,5
SO8810,Southwest,MSP,ATL,2024-05-10 00:59,2024-05-10 02:14,2024-05-10 05:24,2024-05-10 05:18,2024-05-15,Wednesday,776,Clear,75
AL2854,Alaska,ORD,LAX,2024-05-14 22:52,2024-05-15 00:50,2024-05-15 04:38,2024-05-15 05:19,2024-05-02,Thursday,2363,Snow,118
JE2225,JetBlue,LAS,CLT,2024-05-28 19:27,2024-05-28 21:53,2024-05-29 00:57,2024-05-29 01:50,2024-05-26,Sunday,2458,Thunderstorm,146
AM3021,American,PHL,ORD,2024-05-02 20:26,2024-05-02 20:41,2024-05-03 00:08,2024-05-03 00:24,2024-05-11,Saturday,2580,Clear,15
UN8742,United,SFO,MSP,2024-05-26 02:57,2024-05-26 04:35,2024-05-26 05:06,2024-05-26 05:12,2024-05-27,Monday,1389,Rain,98
FR1677,Frontier,PHL,BOS,2024-05-02 02:59,2024-05-02 05:38,2024-05-02 07:00,2024-05-02 07:10,2024-05-04,Saturday,2093,Clear,159
AL5901,Alaska,DEN,JFK,2024-05-26 19:26,2024-05-26 20:08,2024-05-26 21:56,2024-05-26 22:09,2024-05-15,Wednesday,252,Fog,42
SO4726,Southwest,IAH,BOS,2024-05-07 02:40,2024-05-07 04:06,2024-05-07 08:20,2024-05-07 09:06,2024-05-24,Friday,1611,Thunderstorm,86
AM5277,American,DEN,PHL,2024-05-29 11:30,2024-05-29 14:06,2024-05-29 13:00,2024-05-29 13:59,2024-05-12,Sunday,2216,Snow,156
UN2339,United,MIA,IAH,2024-05-19 18:42,2024-05-19 18:52,2024-05-19 21:30,2024-05-19 22:23,2024-05-13,Monday,2351,Thunderstorm,10
DE5673,Delta,MCO,PHX,2024-05-18 00:38,2024-05-18 03:25,2024-05-18 02:25,2024-05-18 02:50,2024-05-27,Monday,263,Fog,167
DE8252,Delta,DTW,IAH,2024-05-07 13:00,2024-05-07 14:33,2024-05-07 18:33,2024-05-07 18:26,2024-05-17,Friday,2874,Rain,93
UN854,United,JFK,BOS,2024-05-16 05:39,2024-05-16 05:46,2024-05-16 07:50,2024-05-16 08:20,2024-05-30,Thursday,1998,Clear,7
AL640,Alaska,ATL,DEN,2024-05-24 21:05,2024-05-24 21:44,2024-05-24 23:35,2024-05-24 23:51,2024-05-24,Friday,1485,Thunderstorm,39
JE2022,JetBlue,DTW,LAS,2024-05-12 09:20,2024-05-12 09:27,2024-05-12 12:13,2024-05-12 12:40,2024-05-12,Sunday,636,Rain,7
JE7539,JetBlue,MCO,DTW,2024-05-26 16:24,2024-05-26 17:38,2024-05-26 22:18,2024-05-26 22:23,2024-05-10,Friday,2673,Rain,74
SO5674,Southwest,DEN,FLL,2024-05-28 09:53,2024-05-28 11:56,2024-05-28 15:06,2024-05-28 15:39,2024-05-08,Wednesday,2493,Fog,123
